investigation_type,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,state,year,month,day,human_error,make_model
incident,unknown,unknown,airplane,embraer,ERJ135,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,0.0,VMC,unknown,The air traffic controller's issuance of an improper takeoff clearance to the pilot of the Embraer. Contributing to the incident was the instructors inadequate monitoring of the trainee local controller.,IL,2010,4,22,False,embraer ERJ135
incident,non-fatal,minor,airplane,boeing,767,no,2.0,turbo fan,commercial flight,0.0,6.0,0.0,184.0,VMC,unknown,the brake fire after landing was caused by hydraulic fluid leaking on to hot brakes.,IL,2010,8,4,False,boeing 767
incident,non-fatal,minor,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,139.0,IMC,unknown,"The flight crew's delayed deployment of the speedbrakes and thrust reversers, resulting in insufficient runway remaining to bring the airplane to a stop.

Contributing to the delay in deployment of these stopping devices was the flight crew's inadequate monitoring of the airplane's configuration after touchdown, likely as a result of being distracted by a perceived lack of wheel braking effectiveness.

Contributing to the incident was the flight crew's omission of the Before Landing checklist, which includes an item to verify speedbrake arming before touchdown, as a result of workload and operational distractions during the approach phase of flight.",IL,2011,4,26,False,boeing 737
incident,non-fatal,unknown,airplane,embraer,ERJ145,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,52.0,VMC,unknown,"The overheat and failure the brake during landing due to oxidation of the brake rotors, which went undetected by maintenance personnel. Contributing to the accident was maintenance personnels lack of familiarity with detailed brake oxidation inspection procedures.",IL,2011,6,3,False,embraer ERJ145
incident,non-fatal,unknown,airplane,embraer,ERJ135,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,84.0,VMC,unknown,The improper air traffic control takeoff clearance issued by the local controller because of his lack of monitoring and lack of awareness of the conflicting arrival airplane.,IL,2011,8,8,False,embraer ERJ135
incident,non-fatal,minor,airplane,embraer,ERJ145,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,53.0,VMC,unknown,The uncommanded left deflection of the airplane's nose wheel likely due to seal deterioration and subsequent contamination within the Electrohydraulic Servo Valve (EHSV).  Contributing to the incident was the undersized condition of the filter plugs within the EHSV which likely caused the C2 orifice filter seal to extrude and deteriorate.,IL,2011,8,29,False,embraer ERJ145
incident,non-fatal,minor,airplane,airbus,A320,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,140.0,VMC,unknown,The infiltration of moisture into the windshield heating layer that induced arcing in the heating system that subsequently cracked the windshield.,IL,2011,9,17,False,airbus A320
incident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,85.0,VMC,unknown,"The tower local controller did not ensure that the runway was clear of conflict before directing the B737 to cross the runway, and other air traffic control personnel did not effectively intervene when the separation between the two airplanes became questionable.",IL,2011,12,1,False,boeing 737
accident,non-fatal,minor,airplane,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,24.0,VMC,unknown,the 747 flight crew's failure to maintain a safe clearance with the EMB-135 that was stopped on a taxiway.,IL,2012,5,30,False,boeing 747
accident,non-fatal,unknown,airplane,embraer,ERJ145,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,49.0,VMC,unknown,"The presence of deice fluid on the floor, which resulted in a slip hazard and an injury to the flight attendant.",IL,2012,12,29,False,embraer ERJ145
accident,non-fatal,substantial,airplane,embraer,ERJ145,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,37.0,unknown,unknown,The tractor driver's failure to give way to the taxiing airplane.,IL,2014,9,13,False,embraer ERJ145
incident,non-fatal,unknown,airplane,embraer,ERJ145,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,113.0,VMC,unknown,The flight crew's  failure to manage cockpit tasks during  taxi resulting in a loss of situation awareness and  subsequently taxiing past a required turn point and onto an active runway without clearance. Contributing to the runway incursion was the ground controllers ineffective monitoring to ensure  issued taxi instructions were followed.,IL,2015,2,18,False,embraer ERJ145
accident,non-fatal,substantial,airplane,boeing,767,no,2.0,turbo fan,commercial flight,0.0,20.0,1.0,149.0,VMC,unknown,"The failure of the high-pressure turbine (HPT) stage 2 disk, which severed the main engine fuel feed line and breached the right main wing fuel tank, releasing fuel that resulted in a fire on the right side of the airplane during the takeoff roll. The HPT stage 2 disk failed because of low-cycle fatigue cracks that initiated from an internal subsurface manufacturing anomaly that was most likely not detectable during production inspections and subsequent in service inspections using the procedures in place. Contributing to the serious passenger injury was (1) the delay in shutting down the left engine and (2) a flight attendant's deviation from company procedures, which resulted in passengers evacuating from the left overwing exit while the left engine was still operating. Contributing to the delay in shutting down the left engine was (1) the lack of a separate checklist procedure for Boeing 767 airplanes that specifically addressed engine fires on the ground and (2) the lack of communication between the flight and cabin crews after the airplane came to a stop.",IL,2016,10,28,False,boeing 767
accident,non-fatal,minor,airplane,airbus,A321,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,189.0,VMC,unknown,"the A321 flight crew's incorrect evaluation of the clearance between the aircraft, leading to the inadvertent collision with the horizontal stabilizer of the CRJ200.  Contributing to the accident was traffic congestion that resulted in the CRJ200 having to stop prior to fully clearing the perpendicular taxiway.",IL,2017,7,1,False,airbus A321
accident,non-fatal,substantial,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,84.0,VMC,unknown,"the mechanical failure of the tugs fuel governor, which made it difficult for the ramp agent to stop the tug.  Contributing to the accident was the lack of guidance on how ground personnel were to handle vehicle malfunctions.",IL,2017,10,2,False,boeing 737
accident,non-fatal,unknown,airplane,boeing,MD88,no,2.0,turbo jet,commercial flight,0.0,0.0,1.0,151.0,VMC,unknown,an encounter with convective turbulence during descent.,IL,2019,8,27,False,boeing MD88
accident,non-fatal,substantial,airplane,embraer,ERJ145,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,41.0,unknown,unknown,unknown,IL,2019,11,11,False,embraer ERJ145
incident,incident,minor,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,39.0,IMC,go-around,Probable Cause,SC,1983,2,7,False,boeing DC9
accident,non-fatal,minor,unknown,lockheed,L1011,no,3.0,turbo fan,commercial flight,0.0,5.0,20.0,136.0,unknown,cruise,Probable Cause,SC,1983,11,24,False,lockheed L1011
incident,incident,unknown,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,7.0,118.0,IMC,cruise,Probable Cause,SC,1985,8,29,False,boeing 727
incident,incident,minor,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,79.0,VMC,landing,Probable Cause,SC,1986,3,13,False,boeing DC9
incident,incident,unknown,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,67.0,VMC,cruise,Probable Cause,SC,1986,6,8,False,boeing 727
accident,non-fatal,unknown,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,1.0,2.0,57.0,VMC,cruise,Probable Cause,SC,1987,3,19,False,boeing 727
accident,non-fatal,unknown,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,1.0,9.0,55.0,VMC,cruise,Probable Cause,SC,1988,8,26,False,boeing 767
accident,non-fatal,unknown,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,2.0,2.0,116.0,VMC,descent,Probable Cause,SC,1990,6,21,False,boeing 727
incident,incident,minor,unknown,boeing,MD88,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,105.0,VMC,landing,Probable Cause,SC,1993,7,27,False,boeing MD88
accident,non-fatal,minor,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,2.0,14.0,53.0,VMC,cruise,Probable Cause,SC,2000,7,28,False,boeing 727
accident,non-fatal,substantial,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,3.0,IMC,taxi,Probable Cause,SC,2002,1,2,False,boeing 727
incident,non-fatal,minor,airplane,boeing,MD88,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,153.0,VMC,unknown,The overheating and arcing of the DC Ground Service Relay and Block Diodes component for undetermined reasons.,SC,2008,12,11,False,boeing MD88
accident,non-fatal,unknown,airplane,embraer,ERJ170,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,75.0,IMC,unknown,The passengers failure to adhere to flight and cabin crewmembers instructions to remain seated in anticipation of adverse weather and turbulence along the airplanes flight path.,SC,2012,8,5,False,embraer ERJ170
accident,non-fatal,unknown,unknown,boeing,707,no,4.0,turbo fan,commercial flight,0.0,1.0,0.0,190.0,VMC,descent,Probable Cause,MD,1983,4,2,False,boeing 707
incident,incident,minor,unknown,lockheed,L1011,no,3.0,turbo fan,commercial flight,0.0,0.0,2.0,276.0,VMC,cruise,Probable Cause,MD,1985,3,4,False,lockheed L1011
incident,incident,unknown,unknown,boeing,MD80,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,76.0,VMC,takeoff,Probable Cause,MD,1987,3,8,False,boeing MD80
incident,incident,minor,unknown,fokker,F28MK1000,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,56.0,VMC,approach,Probable Cause,MD,1987,10,3,False,fokker F28MK1000
incident,incident,unknown,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,7.0,VMC,maneuvering,Probable Cause,MD,1987,12,5,False,boeing DC9
accident,non-fatal,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,106.0,VMC,descent,Probable Cause,MD,1988,6,26,False,boeing 737
accident,non-fatal,unknown,unknown,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,3.0,7.0,247.0,VMC,cruise,Probable Cause,MD,1990,1,2,False,boeing DC10
accident,non-fatal,substantial,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,103.0,VMC,landing,Probable Cause,MD,2002,9,9,False,boeing 757
incident,incident,unknown,unknown,boeing,757,unknown,2.0,turbo fan,commercial flight,0.0,0.0,0.0,196.0,unknown,takeoff,Probable Cause,MD,2002,10,20,False,boeing 757
accident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,102.0,IMC,approach,Probable Cause,MD,2007,4,25,False,boeing 737
accident,non-fatal,substantial,airplane,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,11.0,1.0,168.0,VMC,unknown,"the captains inappropriate control inputs following a firm landing, resulting in two hard nose-gear impacts before executing a go-around.  

Contributing to the inappropriate control inputs was the captains fatigue and physical discomfort; and a possible lack of practical consolidation of skills and experience due to a protracted and fragmented training period.",MD,2009,5,6,False,boeing DC10
accident,non-fatal,unknown,airplane,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,185.0,IMC,unknown,"The in-flight encounter with turbulence, resulting in an injury to a cabin attendant.",MD,2011,4,17,False,boeing 757
accident,non-fatal,substantial,airplane,boeing,737,no,unknown,turbo fan,commercial flight,0.0,0.0,0.0,145.0,VMC,unknown,an inadvertent encounter with birds during approach to land that resulted in substantial damage.,MD,2014,12,13,False,boeing 737
accident,non-fatal,substantial,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,134.0,VMC,unknown,the tug operators excessive speed during pushback.,MD,2016,8,5,False,boeing 737
accident,non-fatal,substantial,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,179.0,VMC,unknown,The maintenance truck driver's failure to give way to the airplane that resulted in the truck colliding with the taxiing aircraft.,MD,2018,5,7,False,boeing 737
incident,incident,minor,airplane,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,393.0,VMC,takeoff,Probable Cause,HI,1982,8,21,False,boeing DC10
accident,non-fatal,substantial,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,2.0,38.0,371.0,VMC,takeoff,Probable Cause,HI,1984,11,16,False,boeing 747
accident,non-fatal,unknown,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,2.0,7.0,331.0,VMC,cruise,Probable Cause,HI,1986,3,3,False,boeing 747
accident,fatal,substantial,unknown,boeing,737,no,2.0,turbo fan,commercial flight,1.0,7.0,57.0,30.0,VMC,cruise,Probable Cause,HI,1988,4,28,False,boeing 737
incident,incident,minor,unknown,boeing,DC951,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,144.0,VMC,landing,Probable Cause,HI,1988,8,20,False,boeing DC951
accident,fatal,substantial,unknown,boeing,747,no,4.0,turbo fan,commercial flight,9.0,5.0,33.0,309.0,VMC,climb,Probable Cause,HI,1989,2,24,False,boeing 747
incident,incident,unknown,unknown,boeing,737,no,2.0,turbo jet,commercial flight,0.0,0.0,1.0,58.0,VMC,approach,Probable Cause,HI,1994,4,26,False,boeing 737
incident,incident,minor,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,76.0,VMC,landing,Probable Cause,HI,1996,8,8,False,boeing DC9
accident,non-fatal,substantial,unknown,boeing,MD11,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,308.0,VMC,landing,Probable Cause,HI,1997,6,21,False,boeing MD11
accident,non-fatal,minor,unknown,lockheed,L1011,no,3.0,turbo fan,commercial flight,0.0,1.0,58.0,246.0,VMC,takeoff,Probable Cause,HI,1997,8,7,False,lockheed L1011
incident,incident,minor,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,144.0,VMC,takeoff,Probable Cause,HI,1998,2,9,False,boeing DC9
incident,incident,unknown,unknown,boeing,MD11,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,3.0,VMC,climb,Probable Cause,HI,1998,10,21,False,boeing MD11
accident,non-fatal,substantial,unknown,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,5.0,VMC,climb,Probable Cause,HI,1999,11,7,False,boeing DC10
accident,non-fatal,substantial,unknown,lockheed,L1011,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,370.0,VMC,landing,Probable Cause,HI,2000,5,9,False,lockheed L1011
accident,non-fatal,substantial,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,2.0,137.0,VMC,landing,Probable Cause,HI,2000,6,14,False,boeing DC9
incident,incident,minor,unknown,lockheed,L1011,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,300.0,IMC,cruise,Probable Cause,HI,2000,12,29,False,lockheed L1011
incident,incident,unknown,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,3.0,VMC,cruise,Probable Cause,HI,2001,1,5,False,boeing 747
incident,incident,unknown,unknown,boeing,717,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,87.0,VMC,climb,Probable Cause,HI,2003,1,11,False,boeing 717
incident,incident,minor,unknown,airbus,A340,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,185.0,VMC,takeoff,Probable Cause,HI,2003,8,18,False,airbus A340
accident,non-fatal,unknown,airplane,airbus,A330,no,2.0,turbo fan,commercial flight,0.0,1.0,3.0,291.0,VMC,cruise,Probable Cause,HI,2007,12,25,False,airbus A330
accident,non-fatal,unknown,airplane,boeing,767,no,2.0,turbo jet,commercial flight,0.0,6.0,1.0,243.0,VMC,unknown,An encounter with unanticipated convectively induced windshear and turbulence during descent.,HI,2011,2,10,False,boeing 767
accident,non-fatal,substantial,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,3.0,VMC,unknown,"the improper loading and securing of the cargo pallets, which shifted on departure, resulting in substantial damage to the aft pressure bulkhead.",HI,2014,10,17,False,boeing 737
incident,non-fatal,minor,airplane,boeing,777,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,378.0,VMC,unknown,"the fracture of a fan blade due to P&W's continued classification of the TAI inspection process as a new and emerging technology that permitted them to continue accomplishing the inspection without having to develop a formal, defined initial and recurrent training program or an inspector certification program.  The lack of training resulted in the inspector making an incorrect evaluation of an indication that resulted in a blade with a crack being returned to service where it eventually fractured.  

Contributing to the fracture of the fan blade was the lack of feedback from the process engineers on the fan blades the inspectors sent to the process engineers for evaluation of indications that they had found.",HI,2018,2,13,False,boeing 777
incident,incident,minor,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,102.0,VMC,takeoff,Probable Cause,CO,1982,8,5,False,boeing 737
accident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,57.0,VMC,taxi,Probable Cause,CO,1982,12,9,False,boeing 737
incident,incident,minor,unknown,boeing,737,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,82.0,VMC,takeoff,Probable Cause,CO,1983,3,21,False,boeing 737
incident,incident,minor,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,25.0,VMC,taxi,Probable Cause,CO,1983,5,23,False,boeing 727
incident,incident,unknown,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,205.0,VMC,descent,Probable Cause,CO,1983,8,19,False,boeing 767
incident,incident,unknown,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,7.0,VMC,climb,Probable Cause,CO,1983,10,18,False,boeing 727
incident,incident,unknown,unknown,boeing,DC9,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,53.0,VMC,landing,Probable Cause,CO,1983,11,9,False,boeing DC9
incident,incident,unknown,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,13.0,VMC,takeoff,Probable Cause,CO,1983,12,9,False,boeing 767
incident,incident,unknown,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,133.0,VMC,landing,Probable Cause,CO,1984,3,22,False,boeing 727
accident,non-fatal,substantial,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,105.0,VMC,takeoff,Probable Cause,CO,1984,5,31,False,boeing 727
incident,incident,minor,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,75.0,VMC,landing,Probable Cause,CO,1984,7,3,False,boeing 727
accident,non-fatal,unknown,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,1.0,1.0,103.0,VMC,cruise,Probable Cause,CO,1984,12,7,False,boeing DC9
incident,incident,unknown,unknown,boeing,737,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,107.0,VMC,descent,Probable Cause,CO,1985,1,23,False,boeing 737
incident,incident,minor,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,71.0,VMC,approach,Probable Cause,CO,1985,9,29,False,boeing 727
accident,non-fatal,substantial,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,111.0,VMC,takeoff,Probable Cause,CO,1986,2,20,False,boeing 737
